# In Stock,# En stock
# Req'd Items,#  rticles Requis
%  Delivered,% Livré
%  mount Billed,% Montant Facturé
% Billed,% Facturé
% Complete,%  chevée
% Complete Method,% Méthode Complète
% Completed,% Complété
% Delivered,% Livré
% Finished Item Quantity,% de l' rticle fabriqué
% Installed,% Installé
% Occupied,% d'occupation
% Of Grand Total,% Du grand total
% Ordered,% Commandé
% Picked,% choisi
% Process Loss,% de perte de processus
% Progress,% de Progression
% Received,% Reçu
% Returned,% retourné
% Utilization (B + NB) / T,% Utilisation (B + NB) / T
% of materials billed against this Sales Order,% de matériaux facturés pour cette Commande Client
% of materials delivered against this Delivery Note,% de matériaux livrés pour ce Bon de Livraison
% of materials delivered against this Pick List,% d'articles livrés par rapport à cette liste de sélection
% of materials delivered against this Sales Order,% de matériaux livrés pour cette Commande Client
Lead Conversion Time,Temps de conversion du Lead
Lead Count,Nombre de Lead
Lead Details,Détails du Lead
Lead Name,Nom du Lead
Lead Owner,Responsable du Prospect
Lead Owner Efficiency,Efficacité des Responsables des Leads
Lead Owner cannot be same as the Lead,Le Responsable du Prospect ne peut pas être identique au Lead
Lead Owner cannot be same as the Lead Email  ddress,Le propriétaire du Lead ne peut pas être le même que l'adresse e-mail du Lead
Lead Source,Source du Lead
Lead Time,Délai de mise en œuvre
Lead Time (Days),Délai d'exécution (jours)
Lead Time (in mins),Délai d'exécution (en minutes)
Lead Time Date,Date du Délai
Lead Time Days,Jours de Délai
Lead Time in days,Délai en Jours
Lead Type,Type de Lead
Lead is an Organization,Le Lead est une organisation
Lead requires either a person's name or an organization's name,Un responsable requiert le nom d'une personne ou le nom d'une organisation
Lead to Quotation,Du Prospect au Devis
Lead {0} has been added to prospect {1}.,Le Lead {0} a été ajouté au client potentiel {1}.
Leaderboard,Classement
Leads,Pistes de recherche
"Leads help you get business"",""add all your contacts and more as your leads","Les lead vous aident à obtenir des contrats, ajoutez tous vos contacts et plus dans votre liste de lead"
Learn,pprendre
Learn Inventory Management,pprendre la gestion d'inventaire
Learn Manufacturing,pprendre la fabrication
Learn Procurement,pprendre l'approvisionnement
Learn Project Management,pprendre la gestion de projet
Learn Sales Management,pprendre la gestion des ventes
"Learn about <a href=""""https://docs.erpnext.com/docs/v13/user/manual/en/accounts/articles/common_party_accounting#:~:text=Common%20Party%20 ccounting%20in%20ERPNext"",""Invoice%20against%20a%20primary%20Supplier."""">Common Party</a>","En savoir plus <a href=""""https://docs.erpnext.com/docs/v13/user/manual/en/accounts/articles/common_party_accounting#:~:text=Common%20Party%20 ccounting%20in%20ERPNext,Invoice%20against%20a%20primary%20Supplier."""">Tiers communs</a>"
Learning Management System Settings,Paramètres du système de gestion de l'apprentissage
Learning Management System Title,Titre du système de gestion de l'apprentissage
Leave,Partir
Leave  llocation,llocation de Congés
Leave  llocations,llocations de congé
Leave  pplication,Demande de Congés
Leave  pplication period cannot be across two non-consecutive leave allocations {0} and {1}.,La période de demande de congé ne peut pas dépasser deux allocations de congés non consécutives {0} et {1}.
Leave  pproval Notification,Notification d'approbation de congés
Leave  pproval Notification Template,Modèle de notification d'approbation de congés
Leave  pprover,Quitter l'approbateur
Leave  pprover Mandatory In Leave  pplication,pprobateur de congés obligatoire dans une demande de congé
Leave  pprover Name,Nom de l' pprobateur de Congés
Leave Balance,Solde de congés
Leave Balance Before  pplication,Solde de Congés  vant Demande
Leave Block List,Quitter la liste de blocage
Leave Block List  llow,utoriser la Liste de Blocage des Congés
Leave Block List  llowed,Liste de Blocage des Congés  utorisée
Leave Block List Date,Date de la Liste de Blocage des Congés
Leave Block List Dates,Dates de la Liste de Blocage des Congés
Leave Block List Name,Nom de la Liste de Blocage des Congés
Leave Blocked,Laisser Verrouillé
Leave Control Panel,Quitter le Panneau de Configuration
Leave Details,Quitter les détails
Leave Encashed?,Laisser Encaissé ?
Leave Encashment,Congés  ccumulés à Encaisser
Leave Encashment  mount Per Day,Montant d'encaissement des congés par jour
Leave Ledger Entry,Quitter le grand livre
Leave Management,Gestion des congés
Leave Period,Période de congé
Leave Policy,Politique de congé
Leave Policy  ssignment,ffectation de politique de congés
Leave Policy  ssignment Overlap,Chevauchement de la politique d'affectation
Leave Policy Detail,Détail de la politique de congé
Leave Policy Details,Détails de la politique de congé
Leave Policy: {0} already assigned for Employee {1} for period {2} to {3},Politique de congés : {0} déjà affecté à l'employé {1} pour la période {2} à {3}
Leave Reason,Raison du départ
Leave Settings,Paramètres des Congés
Leave Status Notification,Notification de statut des congés
Leave Status Notification Template,Modèle de notification de statut des congés
Leave Type,Type de congé
Leave Type Name,Nom du Type de Congé
Leave Type can either be compensatory or earned leave.,Le type de congé peut être compensatoire ou gagné.
Leave Type can either be without pay or partial pay,Quitter le Type peut être soit sans paiement partiel ou sans paiement partiel
Leave Type is madatory,Le type de congé est obligatoire
Leave Type {0} cannot be allocated since it is leave without pay,"Le Type de Congé {0} ne peut pas être alloué, car c’est un congé sans solde"
Leave Type {0} cannot be carry-forwarded,Le Type de Congé {0} ne peut pas être reporté
Leave Type {0} is not encashable,Le type de congé {0} n'est pas encaissable
Leave Without Pay,Congé Sans Solde
Leave Without Pay does not match with approved {} records,Le congé sans solde ne correspond pas aux enregistrements {} approuvés
Leave allocation {0} is linked with the Leave  pplication {1},L'allocation {0} est liée à la demande de sortie {1}
Leave already have been assigned for this Leave Policy  ssignment,La permission a déjà été assignée à cette assignation de politique de congés
Leave and  ttendance,Congés et Présences
Leave and Expense Claim Settings,Paramètres de départ et de demande de remboursement
Leave application is linked with leave allocations {0}. Leave application cannot be set as leave without pay,La demande de congé est liée aux allocations de congé {0}. Demande de congé ne peut pas être défini comme congé sans solde
Leave application {0} already exists against the student {1},Laisser l'application {0} existe déjà pour l'étudiant {1}
"Leave blank for home.\nThis is relative to site URL"",""for example """"about"""" will redirect to """"https://yoursitename.com/about","Laissez vide pour la maison. Ceci est relatif à l'URL du site, par exemple &quot;about&quot; redirigera vers &quot;https://yoursitename.com/about&quot;"
Leave blank if the Supplier is blocked indefinitely,Laisser vide si le fournisseur est bloqué indéfiniment
Leave blank if you make students groups per year,Laisser vide si vous faites des groupes d'étudiants par année
Leave blank to use the standard Delivery Note format,Laissez vide pour utiliser le format de bon de livraison standard
"Leave cannot be allocated before {0}"",""as leave balance has already been carry-forwarded in the future leave allocation record {1}","Congé ne peut être alloué avant le {0}, car le solde de congés a déjà été reporté dans la feuille d'allocation de congés futurs {1}"
"Leave cannot be applied/cancelled before {0}"",""as leave balance has already been carry-forwarded in the future leave allocation record {1}","Congé ne peut être demandé / annulé avant le {0}, car le solde de congés a déjà été reporté dans la feuille d'allocation de congés futurs {1}"
Leave of type {0} cannot be longer than {1},Les Congés de type {0} ne peuvent pas être plus long que {1}
Leave of type {0} cannot be longer than {1}.,Le congé de type {0} ne peut pas être plus long que {1}.
Leave unchecked if you don't want to consider batch while making course based groups.,Laisser désactivé si vous ne souhaitez pas considérer les lots en faisant des groupes basés sur les cours.
Leave(s) Expired,Parte(s) expirée(s)
Leave(s) Pending  pproval,Partez(s) en attente d'approbation
Leave(s) Taken,Quitte(s) prise(s)
Leaves,Congés
Leaves  llocated,Feuilles allouées
Leaves  llocated Successfully for {0},Congés  ttribués avec Succès pour {0}
Leaves & Holidays,Congés et jours non travaillés
Leaves Expired,Feuilles expirées
Leaves Pending  pproval,Congés en attente d'approbation
Leaves Taken,Feuilles prises
Leaves for the Leave Type {0} won't be carry-forwarded since carry-forwarding is disabled.,Les congés pour le type de congé {0} ne seront pas transférés car le transfert de voiture est désactivé.
Leaves has been granted sucessfully,Des feuilles ont été accordées avec succès
Leaves must be allocated in multiples of 0.5,"Les Congés doivent être alloués par multiples de 0,5"
Leaves per Year,Congés par  nnée
Leaving Certificate Number,Numéro de Certificat
Ledger,Livre
Ledger Health,Santé du grand livre
Ledger Health Monitor,Moniteur de santé du grand livre
Ledger Health Monitor Company,Entreprise moniteur de santé du grand livre
Ledger Merge,Fusion de grand livre
Ledger Merge  ccounts,Comptes de fusion de grand livre
Ledgers,Grands livres
Left,"Parti,Employee"
Left Child,Enfant gauche
Left Index,Index gauche
Legacy Fields,Champs obsolètes
Legal,Juridique
Legal Entity / Subsidiary with a separate Chart of  ccounts belonging to the Organization.,Entité Juridique / Filiale avec un Plan de Comptes différent appartenant à l'Organisation.
Legal Expenses,Frais juridiques
Legend,Légende
Length,Longueur
Length (cm),Longueur (cm)
Length Must be less than 280.,La longueur doit être inférieure à 280.
Less Than  mount,Moins que le montant
Less than a year,Moins d'un an
Letter Head,En-Tête
Letter Heads for print templates.,En-Têtes pour les modèles d'impression.
Letter or Email Body Text,Texte du corps de la lettre ou de l'e-mail
Letter or Email Closing Text,Texte de clôture de la lettre ou de l'e-mail
Level,Niveau
Level (BOM),Niveau (nomenclature)
Lft,Lft
Liabilities,Passifs
Liability,Passif
License Details,Détails de la licence
License Number,Numéro de licence
License Plate,Plaque d'Immatriculation
Lifecycle,Cycle de vie
Likes,ime
Limit Crossed,Limite Dépassée
Limit timeslot for Stock Reposting,Limiter le créneau horaire pour la recomptabilisation de stock
Limited to 12 characters,Limité à 12 caractères
Limits don't apply on,Les limites ne s'appliquent pas sur
Line spacing for amount in words,Espacement des lignes pour le montant en lettres
Link,Lien
Link Customer to Patient,Lier le client au patient
Link Options,Options du lien
Link a new bank account,Lier un nouveau compte bancaire
Link existing Quality Procedure.,Lier la procédure qualité existante.
Link the cycle and tag KR  to your goal to update the appraisal's goal score based on the goal progress,Lier le cycle et marquer KR  à votre objectif pour mettre à jour le score de l'objectif de l'évaluation en fonction de la progression de l'objectif
Link to Material Request,Lien vers la demande de matériel
Link to Material Requests,Lien vers les demandes de matériel
Link to material requests,Lien vers les demandes de matériaux
Link with Customer,Lier avec client
Link with Supplier,Lier avec fournisseur
Linked Doctype,Doctype lié
Linked Documents,Documents liés
Linked Invoices,Factures liées
Linked Item,Élément lié
Linked Item Details,Détails de l'élément lié
Linked Location,Lieu lié
Linked Plant  nalysis,nalyse des plantes liées
Linked Project {} and Tasks deleted.,Projet lié {} et tâches supprimés.
Linked Soil  nalysis,nalyse de sol liée
Linked Soil Texture,Texture de sol liée
Linked with submitted documents,Lié avec des documents validés
LinkedIn,LinkedIn
LinkedIn Post Id,Identifiant de publication LinkedIn
LinkedIn Settings,Paramètres LinkedIn
Linking Failed,Liaison échouée
Linking to Customer Failed. Please try again.,Liaison avec le client échouée. Veuillez réessayer.
Linking to Supplier Failed. Please try again.,Liaison avec le fournisseur échouée. Veuillez réessayer.
Links,Liens
List items that form the package.,Liste des articles qui composent le paquet.
List of all share transactions,Liste de toutes les transactions sur actions
List of available Shareholders with folio numbers,Liste des actionnaires disponibles avec numéros de folio
List of diseases detected on the field. When selected it'll automatically add a list of tasks to deal with the disease,"Liste des maladies détectées sur le terrain. Une fois sélectionné, il ajoutera automatiquement une liste de tâches pour faire face à la maladie"
List this Item in multiple groups on the website.,Liste cet article dans plusieurs groupes sur le site.
Live  PI Key,Clé  PI en direct
Load  ll Criteria,Charger tous les critères
Loading Invoices! Please Wait...,Chargement des Factures ! Veuillez Patienter...
Loading Payment System,Chargement du système de paiement
Loading import file...,Chargement du fichier d&#39;importation ...
Loading...,Chargement en Cours ...
Loam,Terreau
Loamy Sand,Sable limoneux
Loan,Prêt
Loan  ccount,Compte de prêt
Loan  pplications from customers and employees.,Demandes de prêt des clients et des employés.
Loan Closure,Clôture du prêt
Loan End Date,Date de fin du prêt
Loan Period (Days),Période de prêt (jours)
Loan Processes,Processus de prêt
